Respondent_ID,Survey_Date,Q1_Age_Group,Q2_Gender,Q3_City,City_Tier,Q4_Income_Band,Q5_Education,Q6_Occupation,Q7_Marital_Status,Q8_Skin_Type,Q9_Skin_Concerns,Q10_Skin_Tone,Q11_Medical_Conditions,Q12_Past_Skin_Failure,Q13_Outdoor_Hrs,Q14_AC_Exposure,Q15_Stress_Level,Q16_Sleep_Hours,Q17_Exercise_Freq,Q18_Food_Type,Q19_Spice_Level,Q20a_Confidence,Q20b_Trendsetter,Q20c_BrandLoyal,Q20d_HealthInvest,Q20e_ChemWorry,Q21_Shopping_Personality,Q22_Trust_Source,Q23_Ingredient_Literacy,Q24_Eco_Importance,Q25_Daily_Products,Q26_Products_Used,Q27_Formulation_Pref,Q28_Traditional_Wear,Q29_Saree_Colors,Q30_Current_Spend,Q31_WTP_Band,Q31_WTP_INR,Q32_Purchase_Channel,Q33_AI_Comfort,Q34_Existing_Subs,Q35_Discovery_Channels,Q36_Satisfaction,Q37_Intent,Q37_Intent_Binary,Age_Numeric,Income_Numeric,Psychographic_Score,Wellness_Index,Engagement_Score
RESP1561,2024-12-15,23-28,Male,Bengaluru,Tier-1,20K-40K,Doctoral/Professional,Retired,Single,Oily,Oiliness/Enlarged Pores,Dusky/Olive,None,Yes-Once or Twice,>5 hrs,4-7 hrs,3.1,7-8 hrs,3-4x/week,Purely Vegetarian,2.8,2.9,2.2,3.1,3.9,4.9,Research-First,Self Research Only,Read but understand little,1.0,3-4 Products,Toner/Mist|Sheet Mask/Clay Mask|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Sunscreen/SPF|Face Wash/Cleanser|Niacinamide Serum,Natural/Ayurvedic Only,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,600-999,800.0,Amazon/Flipkart|Supermarket,1.8,No-Open to It,Instagram/Reels,2.2,Undecided,Not Interested,25,30000,3.0,2.97,2.63
RESP1562,2024-12-24,18-22,Female,Patna,Tier-2,20K-40K,Postgraduate,Student,Married-With Children,Dry,Dark Circles/Puffy Eyes,Dusky/Olive,Rosacea,Yes-Multiple Times,1-2 hrs,4-7 hrs,3.3,5-6 hrs,1-2x/week,Vegetarian+Eggs,4.3,2.6,2.5,4.2,3.1,1.4,Reluctant Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,3.4,8+ Products,Moisturiser/Day Cream|Sunscreen/SPF|Hyaluronic Acid/Hydration|Face Wash/Cleanser|Night Cream/Overnight Mask|Sheet Mask/Clay Mask,Mix of Both,Rarely/Never,Orange/Saffron|Blue/Navy|Pastels/Muted,Rs701-1200,600-999,800.0,Local Pharmacy,3.1,No-Open to It,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor,4.1,Undecided,Not Interested,20,30000,2.73,2.23,3.43
RESP1563,2024-05-12,18-22,Female,Mumbai,Tier-1,40K-75K,Doctoral/Professional,Salaried-Private,Married-With Children,Normal,No Concern-Maintenance,Wheatish/Medium,None,Yes-Multiple Times,>5 hrs,1-3 hrs,2.7,<5 hrs,Daily,Non-Veg Occasional,2.5,4.3,2.8,3.3,4.6,4.2,Reluctant Buyer,Close Friend/Family,Know a few key ingredients,2.3,3-4 Products,Moisturiser/Day Cream|Sunscreen/SPF|Face Wash/Cleanser,Natural/Ayurvedic Only,Festivals/Occasions Only,White/Cream|Orange/Saffron|Green/Teal,Rs1201-2500,Lt300,150.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy|Supermarket,4.0,No-Open to It,YouTube Reviews|Friends/Family|Influencer Reco|Ads (App/TV),3.1,Definitely Yes,Interested,20,57000,3.9,2.77,3.9
RESP1564,2024-09-17,23-28,Female,Bengaluru,Tier-1,20K-40K,Undergraduate,Student,Married-No Children,Dry,Dryness/Flakiness|Dark Circles/Puffy Eyes,Dark,None,No-Avoid New Products,<1 hr,4-7 hrs,2.8,7-8 hrs,1-2x/week,Non-Veg Regular,3.7,2.5,3.5,3.0,4.0,3.2,Social Follower,AI Recommendation Engine,Understand most ingredients,3.6,3-4 Products,Sheet Mask/Clay Mask|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Night Cream/Overnight Mask|Hyaluronic Acid/Hydration,Mix of Both,Few Times/Week,Blue/Navy,Rs301-700,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Social Commerce,3.2,Yes-Multiple Subs,Friends/Family|Ads (App/TV),3.0,Definitely Yes,Interested,25,30000,3.33,2.73,3.4
RESP1565,2024-07-18,29-35,Female,Other Tier-2,Tier-2,40K-75K,Postgraduate,Self-Employed/Business,Married-With Children,Oily,Fine Lines/Aging,Dark,None,Yes-Once or Twice,3-5 hrs,Rarely/Never,3.1,<5 hrs,1-2x/week,Non-Veg Occasional,2.0,3.7,3.1,3.9,4.8,3.6,Loyal Buyer,Social Media Influencer,Know a few key ingredients,2.6,1-2 Products,Niacinamide Serum|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist,Mix of Both,Rarely/Never,Green/Teal|Yellow/Gold|Black/Charcoal,Rs301-700,600-999,800.0,Nykaa/Purplle/Tira,2.3,No-Prefer One-time,YouTube Reviews|Ads (App/TV),2.2,Definitely Yes,Interested,32,57000,3.87,1.97,3.1
RESP1566,2024-09-02,23-28,Female,Bengaluru,Tier-1,75K-1.2L,Doctoral/Professional,Homemaker,Married-With Children,Sensitive,No Concern-Maintenance,Wheatish/Medium,Diabetes|Thyroid Disorder,Yes-Once or Twice,3-5 hrs,4-7 hrs,3.3,5-6 hrs,1-2x/week,Non-Veg Regular,4.1,3.7,4.0,2.7,3.7,3.8,Research-First,Close Friend/Family,Read but understand little,4.9,5-7 Products,Vitamin C Serum|Face Wash/Cleanser|Under-eye Cream|Hyaluronic Acid/Hydration|Moisturiser/Day Cream|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Orange/Saffron|Pink/Rose,Above Rs2500,Would Not Subscribe,0.0,Nykaa/Purplle/Tira|Brand Website D2C|Supermarket,3.3,Yes-Multiple Subs,Instagram/Reels|In-store Trial,3.8,Definitely Yes,Interested,25,97000,3.8,2.23,3.6
RESP1567,2024-02-24,23-28,Female,Bengaluru,Tier-1,40K-75K,Doctoral/Professional,Salaried-Private,Single,Normal,Dark Spots/Pigmentation|Fine Lines/Aging|Dark Circles/Puffy Eyes,Dusky/Olive,Diabetes,Yes-Multiple Times,>5 hrs,4-7 hrs,3.0,7-8 hrs,Daily,Vegetarian+Eggs,4.0,2.6,2.5,4.0,4.5,3.6,Deal Seeker,Social Media Influencer,Know a few key ingredients,4.7,5-7 Products,Moisturiser/Day Cream|Sunscreen/SPF|Face Wash/Cleanser,Mix of Both,Festivals/Occasions Only,Purple/Violet|Orange/Saffron,Rs701-1200,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy,3.4,No-Prefer One-time,Instagram/Reels|Dermatologist/Doctor,2.9,Undecided,Not Interested,25,57000,3.2,3.33,3.6
RESP1568,2024-07-11,46+,Male,Delhi/Ncr,Tier-1,40K-75K,Undergraduate,Freelancer/Gig,Married-No Children,Normal,Oiliness/Enlarged Pores|No Concern-Maintenance,Very Dark,None,Yes-Multiple Times,<1 hr,4-7 hrs,3.1,7-8 hrs,Daily,Non-Veg Occasional,3.6,3.5,3.1,2.1,4.0,2.2,Loyal Buyer,Doctor/GP,Understand most ingredients,1.0,3-4 Products,Ayurvedic/Herbal Products|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF,Science-backed/Clinical,Daily,Dont Wear Ethnic,Rs1201-2500,600-999,800.0,Amazon/Flipkart,2.2,Yes-One Sub,Instagram/Reels|Influencer Reco,2.5,Probably Yes - Trial First,Interested,52,57000,3.53,3.3,2.9
RESP1569,2024-07-12,23-28,Male,Bhopal,Tier-2,40K-75K,Undergraduate,Salaried-Government,Single,Dry,Dryness/Flakiness|No Concern-Maintenance,Wheatish/Medium,None,Yes-Once or Twice,1-2 hrs,4-7 hrs,1.7,7-8 hrs,3-4x/week,Vegan,2.8,2.6,3.1,1.8,3.2,2.7,Early Adopter,Dermatologist/Skin Specialist,Know a few key ingredients,3.6,None,Night Cream/Overnight Mask|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Sunscreen/SPF|Moisturiser/Day Cream,No Preference,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,1000-1499,1250.0,Supermarket,3.7,Yes-One Sub,Instagram/Reels|Influencer Reco,2.0,Probably Yes - Trial First,Interested,25,57000,2.97,3.43,2.97
RESP1570,2024-01-07,29-35,Female,Kolkata,Tier-1,40K-75K,Undergraduate,Self-Employed/Business,Divorced/Separated/Widowed,Oily,Dryness/Flakiness|Dark Circles/Puffy Eyes,Wheatish/Medium,Eczema/Psoriasis|Rosacea,Yes-Once or Twice,1-2 hrs,>7 hrs,3.7,5-6 hrs,1-2x/week,Purely Vegetarian,1.9,3.9,3.0,3.0,3.7,1.5,Loyal Buyer,Dermatologist/Skin Specialist,Understand most ingredients,2.4,1-2 Products,Toner/Mist|Niacinamide Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF,Natural/Ayurvedic Only,Rarely/Never,Green/Teal,Rs301-700,1000-1499,1250.0,Amazon/Flipkart|Supermarket|Beauty Salon/Spa,2.9,No-Open to It,Instagram/Reels|YouTube Reviews,2.8,Definitely Yes,Interested,32,57000,3.53,2.1,3.13
RESP1571,2024-01-15,36-45,Male,Lucknow,Tier-2,Below 20K,Undergraduate,Homemaker,Married-With Children,Sensitive,Dark Spots/Pigmentation,Fair,None,Yes-Once or Twice,>5 hrs,4-7 hrs,3.3,7-8 hrs,1-2x/week,Non-Veg Regular,2.8,2.2,4.1,1.0,2.9,2.7,Deal Seeker,Dermatologist/Skin Specialist,Know a few key ingredients,3.7,1-2 Products,Face Wash/Cleanser|Sunscreen/SPF|Hyaluronic Acid/Hydration|Sheet Mask/Clay Mask|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1-300,300-599,450.0,Nykaa/Purplle/Tira|Brand Website D2C|Local Pharmacy|Supermarket|Dont Buy Skincare,1.2,No-Open to It,Instagram/Reels|Friends/Family|Online Search/Blogs,2.0,Probably No,Not Interested,40,15000,3.07,2.57,2.03
RESP1572,2024-03-18,23-28,Female,Bengaluru,Tier-1,Below 20K,Undergraduate,Salaried-Private,Single,Combination,Oiliness/Enlarged Pores,Dark,None,No-Lucky So Far,<1 hr,>7 hrs,4.0,>8 hrs,Daily,Non-Veg Occasional,4.2,3.1,3.6,3.3,5.0,3.3,Research-First,Self Research Only,Understand most ingredients,1.9,1-2 Products,Toner/Mist|Sheet Mask/Clay Mask|Face Wash/Cleanser|Niacinamide Serum|Sunscreen/SPF|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Pastels/Muted|Red/Maroon|Blue/Navy,Rs1-300,300-599,450.0,Brand Website D2C|Social Commerce,2.8,Yes-One Sub,Instagram/Reels|Friends/Family|Ads (App/TV),3.2,Probably Yes - Trial First,Interested,25,15000,3.9,3.33,3.67
RESP1573,2024-06-05,29-35,Female,Indore,Tier-2,Above 1.2L,Undergraduate,Salaried-Private,Single,Normal,No Concern-Maintenance,Dusky/Olive,PCOS/PCOD,No-Lucky So Far,<1 hr,4-7 hrs,3.1,5-6 hrs,3-4x/week,Non-Veg Occasional,3.3,3.2,1.5,1.6,3.5,3.6,Loyal Buyer,Brand Itself,Know a few key ingredients,4.4,1-2 Products,Face Wash/Cleanser|Retinol/Anti-aging Serum|Collagen/Biotin Supplements|Moisturiser/Day Cream|Sunscreen/SPF|Under-eye Cream|Vitamin C Serum|Sheet Mask/Clay Mask,No Preference,Festivals/Occasions Only,Green/Teal,Above Rs2500,1500-2499,2000.0,Local Pharmacy|Social Commerce,2.3,Yes-One Sub,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor|Online Search/Blogs,3.5,Probably Yes - Trial First,Interested,32,150000,2.73,2.63,3.1
RESP1574,2024-04-23,36-45,Female,Indore,Tier-2,Below 20K,Postgraduate,Freelancer/Gig,Married-No Children,Dry,Dark Spots/Pigmentation|Oiliness/Enlarged Pores|No Concern-Maintenance,Fair,None,Yes-Once or Twice,3-5 hrs,4-7 hrs,1.5,7-8 hrs,3-4x/week,Non-Veg Regular,1.8,4.4,2.7,3.5,3.6,3.4,Early Adopter,Doctor/GP,Read but understand little,4.0,5-7 Products,Face Wash/Cleanser|Night Cream/Overnight Mask|Hyaluronic Acid/Hydration|Sunscreen/SPF|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Orange/Saffron|Red/Maroon|Pink/Rose,Rs1-300,Would Not Subscribe,0.0,Amazon/Flipkart|Dont Buy Skincare,4.2,No-Prefer One-time,Instagram/Reels,2.6,Definitely Yes,Interested,40,15000,3.57,3.5,3.47
RESP1575,2024-01-02,46+,Male,Hyderabad,Tier-1,75K-1.2L,High School or Below,Freelancer/Gig,Single,Dry,No Concern-Maintenance,Very Dark,Known Skin Allergies,No-Lucky So Far,3-5 hrs,Rarely/Never,2.8,>8 hrs,1-2x/week,Vegetarian+Eggs,2.2,3.5,2.8,3.4,3.9,1.2,Deal Seeker,Brand Itself,Understand most ingredients,1.8,5-7 Products,Night Cream/Overnight Mask|Vitamin C Serum|Sheet Mask/Clay Mask|Face Wash/Cleanser|Sunscreen/SPF|Under-eye Cream|Moisturiser/Day Cream|Hyaluronic Acid/Hydration,Mix of Both,Rarely/Never,Dont Wear Ethnic,Above Rs2500,Would Not Subscribe,0.0,Nykaa/Purplle/Tira|Local Pharmacy|Social Commerce,1.6,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor,3.1,Definitely Yes,Interested,52,97000,3.4,3.07,2.87
RESP1576,2024-07-04,18-22,Non-Binary,Chennai,Tier-1,Above 1.2L,Postgraduate,Retired,Single,Sensitive,Dullness/Uneven Tone,Dusky/Olive,None,No-Lucky So Far,>5 hrs,Rarely/Never,2.9,7-8 hrs,1-2x/week,Vegetarian+Eggs,4.3,4.3,5.0,3.1,2.7,2.4,Research-First,Dermatologist/Skin Specialist,Understand most ingredients,2.9,5-7 Products,Collagen/Biotin Supplements|Vitamin C Serum|Under-eye Cream|Moisturiser/Day Cream|Sunscreen/SPF|Hyaluronic Acid/Hydration|Retinol/Anti-aging Serum|Face Wash/Cleanser,Science-backed/Clinical,Daily,Green/Teal|Blue/Navy|Orange/Saffron,Rs701-1200,1000-1499,1250.0,Nykaa/Purplle/Tira,2.4,Yes-One Sub,YouTube Reviews|Friends/Family|Online Search/Blogs,3.9,Definitely Yes,Interested,20,150000,4.0,2.7,3.0
RESP1577,2024-11-22,46+,Male,Bengaluru,Tier-1,20K-40K,Undergraduate,Freelancer/Gig,Married-No Children,Combination,No Concern-Maintenance,Dark,None,No-Lucky So Far,>5 hrs,4-7 hrs,3.8,7-8 hrs,1-2x/week,Non-Veg Occasional,3.6,3.9,2.5,3.6,4.7,2.3,Loyal Buyer,Dermatologist/Skin Specialist,Expert - research every ingredient,3.2,3-4 Products,Niacinamide Serum|Sunscreen/SPF|Toner/Mist|Sheet Mask/Clay Mask|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Face Wash/Cleanser,Science-backed/Clinical,Few Times/Week,Dont Wear Ethnic,Rs0,1000-1499,1250.0,Amazon/Flipkart|Brand Website D2C,3.2,No-Open to It,Online Search/Blogs|In-store Trial,2.8,Definitely Yes,Interested,52,30000,3.7,2.4,3.57
RESP1578,2024-09-22,29-35,Female,Rural/Small Town,Tier-3,40K-75K,Undergraduate,Student,Married-No Children,Oily,Redness/Irritation,Very Fair,None,Yes-Multiple Times,3-5 hrs,1-3 hrs,1.2,5-6 hrs,3-4x/week,Purely Vegetarian,2.1,3.9,1.8,3.4,2.8,1.7,Research-First,Social Media Influencer,Know a few key ingredients,3.7,3-4 Products,Toner/Mist|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF|Niacinamide Serum,Science-backed/Clinical,Rarely/Never,Red/Maroon|Green/Teal,Rs1-300,1000-1499,1250.0,Supermarket|Dont Buy Skincare,5.0,Yes-One Sub,YouTube Reviews|Friends/Family|Dermatologist/Doctor,2.8,Probably Yes - Trial First,Interested,32,57000,2.83,3.27,3.53
RESP1579,2024-11-06,23-28,Male,Jaipur,Tier-2,40K-75K,High School or Below,Homemaker,Single,Oily,Acne/Pimples|Dark Spots/Pigmentation,Wheatish/Medium,Thyroid Disorder,Yes-Once or Twice,>5 hrs,>7 hrs,3.1,7-8 hrs,Daily,Vegetarian+Eggs,1.6,3.1,3.2,2.9,2.6,2.2,Loyal Buyer,Doctor/GP,Understand most ingredients,3.1,5-7 Products,Face Wash/Cleanser|Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream|Toner/Mist,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs301-700,1000-1499,1250.0,Local Pharmacy,4.9,No-Open to It,Ads (App/TV),2.9,Probably Yes - Trial First,Interested,25,57000,2.97,3.3,3.47
RESP1580,2024-03-30,23-28,Female,Other Tier-2,Tier-2,Above 1.2L,Undergraduate,Salaried-Private,Married-With Children,Dry,Fine Lines/Aging,Dusky/Olive,None,No-Lucky So Far,3-5 hrs,4-7 hrs,3.6,7-8 hrs,1-2x/week,Purely Vegetarian,2.6,4.3,3.3,4.8,3.5,3.0,Research-First,Dermatologist/Skin Specialist,Understand most ingredients,3.8,3-4 Products,Hyaluronic Acid/Hydration|Moisturiser/Day Cream|Vitamin C Serum|Under-eye Cream|Collagen/Biotin Supplements|Retinol/Anti-aging Serum|Night Cream/Overnight Mask|Sunscreen/SPF,Mix of Both,Few Times/Week,Purple/Violet,Above Rs2500,600-999,800.0,Nykaa/Purplle/Tira|Local Pharmacy|Supermarket|Social Commerce,2.9,Yes-One Sub,Instagram/Reels|Friends/Family|Online Search/Blogs|Influencer Reco,2.5,Undecided,Not Interested,25,150000,3.7,2.47,2.97
RESP1581,2024-01-13,46+,Male,Hyderabad,Tier-1,Prefer Not to Say,Postgraduate,Retired,Married-With Children,Oily,Oiliness/Enlarged Pores,Wheatish/Medium,PCOS/PCOD|Chronic Acne (Diagnosed),Yes-Multiple Times,1-2 hrs,>7 hrs,2.5,7-8 hrs,1-2x/week,Non-Veg Regular,1.5,3.1,2.7,3.6,2.6,4.4,Research-First,Social Media Influencer,Never read,3.0,None,Moisturiser/Day Cream|Niacinamide Serum|Sunscreen/SPF|Toner/Mist|Face Wash/Cleanser|Sheet Mask/Clay Mask,Mix of Both,Daily,Dont Wear Ethnic,Rs1-300,1000-1499,1250.0,Amazon/Flipkart|Brand Website D2C|Local Pharmacy,3.2,Yes-One Sub,Instagram/Reels|YouTube Reviews|Friends/Family,2.6,Undecided,Not Interested,52,45000,2.8,2.83,2.8
RESP1582,2024-06-13,29-35,Female,Surat,Tier-2,75K-1.2L,Doctoral/Professional,Salaried-Private,Married-With Children,Dry,Dryness/Flakiness,Dusky/Olive,Chronic Acne (Diagnosed),Yes-Multiple Times,>5 hrs,>7 hrs,3.2,>8 hrs,1-2x/week,Purely Vegetarian,3.1,1.8,2.6,3.9,4.8,2.0,Reluctant Buyer,AI Recommendation Engine,Expert - research every ingredient,3.7,3-4 Products,Moisturiser/Day Cream|Vitamin C Serum|Sheet Mask/Clay Mask|Face Wash/Cleanser|Sunscreen/SPF|Hyaluronic Acid/Hydration|Night Cream/Overnight Mask|Under-eye Cream,Mix of Both,Festivals/Occasions Only,Yellow/Gold|Orange/Saffron|Pastels/Muted,Rs701-1200,1500-2499,2000.0,Brand Website D2C|Local Pharmacy|Supermarket|Beauty Salon/Spa,3.5,No-Open to It,Instagram/Reels|Online Search/Blogs|Influencer Reco|Ads (App/TV),2.3,Definitely Yes,Interested,32,97000,3.07,2.93,3.53
RESP1583,2024-05-15,23-28,Female,Indore,Tier-2,Below 20K,Undergraduate,Salaried-Government,Married-With Children,Dry,Sun Damage/Tanning,Dark,None,No-Avoid New Products,3-5 hrs,Rarely/Never,2.5,<5 hrs,Never,Vegetarian+Eggs,5.0,3.2,3.7,4.2,3.4,1.9,Research-First,Close Friend/Family,Read but understand little,1.9,3-4 Products,Face Wash/Cleanser|Night Cream/Overnight Mask|Moisturiser/Day Cream|Hyaluronic Acid/Hydration|Sunscreen/SPF,Mix of Both,Daily,Yellow/Gold,Rs301-700,Lt300,150.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy|Dont Buy Skincare,1.9,Yes-One Sub,Instagram/Reels,3.2,Undecided,Not Interested,25,15000,3.43,1.83,2.83
RESP1584,2024-09-08,29-35,Female,Lucknow,Tier-2,75K-1.2L,Undergraduate,Salaried-Private,Single,Normal,No Concern-Maintenance,Wheatish/Medium,Eczema/Psoriasis|Chronic Acne (Diagnosed),No-Lucky So Far,1-2 hrs,1-3 hrs,2.4,<5 hrs,Daily,Non-Veg Regular,1.8,3.8,1.9,3.8,1.0,2.4,Loyal Buyer,Dermatologist/Skin Specialist,Never read,3.1,3-4 Products,Face Wash/Cleanser|Sunscreen/SPF|Under-eye Cream|Vitamin C Serum|Moisturiser/Day Cream,Natural/Ayurvedic Only,Festivals/Occasions Only,Black/Charcoal,Rs301-700,1000-1499,1250.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Social Commerce,2.9,No-Open to It,Online Search/Blogs,2.8,Probably Yes - Trial First,Interested,32,97000,2.23,2.87,2.23
RESP1585,2024-02-09,23-28,Male,Rural/Small Town,Tier-3,40K-75K,Undergraduate,Salaried-Private,Single,Dry,Acne/Pimples|Dryness/Flakiness,Dark,Diabetes|PCOS/PCOD,Yes-Multiple Times,3-5 hrs,4-7 hrs,2.7,<5 hrs,1-2x/week,Non-Veg Regular,3.0,2.0,2.5,5.0,3.8,3.3,Research-First,Doctor/GP,Read but understand little,4.1,1-2 Products,Moisturiser/Day Cream|Sheet Mask/Clay Mask|Night Cream/Overnight Mask|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Sunscreen/SPF,Mix of Both,Rarely/Never,Dont Wear Ethnic,Rs1-300,600-999,800.0,Nykaa/Purplle/Tira|Brand Website D2C,4.3,No-Prefer One-time,Instagram/Reels|Friends/Family|Online Search/Blogs|Ads (App/TV),3.4,Probably Yes - Trial First,Interested,25,57000,2.77,2.1,3.83
RESP1586,2024-12-14,18-22,Female,Chennai,Tier-1,40K-75K,Postgraduate,Student,Single,Sensitive,Dark Circles/Puffy Eyes,Fair,None,Yes-Once or Twice,1-2 hrs,1-3 hrs,2.5,7-8 hrs,3-4x/week,Non-Veg Occasional,4.4,2.6,2.3,3.3,4.0,4.2,Deal Seeker,Social Media Influencer,Know a few key ingredients,4.4,5-7 Products,Hyaluronic Acid/Hydration|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser,Mix of Both,Rarely/Never,Pink/Rose|White/Cream|Orange/Saffron,Rs701-1200,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Social Commerce,3.0,No-Prefer One-time,YouTube Reviews,3.7,Undecided,Not Interested,20,57000,2.97,3.17,3.57
RESP1587,2024-03-31,18-22,Male,Delhi/Ncr,Tier-1,Below 20K,Postgraduate,Freelancer/Gig,Married-With Children,Oily,Oiliness/Enlarged Pores|Sun Damage/Tanning,Wheatish/Medium,Known Skin Allergies,Yes-Multiple Times,<1 hr,1-3 hrs,3.7,5-6 hrs,3-4x/week,Non-Veg Occasional,3.9,2.3,3.9,3.2,3.3,2.9,Social Follower,Social Media Influencer,Never read,3.3,5-7 Products,Toner/Mist|Niacinamide Serum|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser,Science-backed/Clinical,Daily,Dont Wear Ethnic,Rs301-700,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Social Commerce,4.8,No-Open to It,YouTube Reviews,2.1,Probably Yes - Trial First,Interested,20,15000,3.17,2.43,3.4
RESP1588,2024-05-16,18-22,Female,Lucknow,Tier-2,20K-40K,Postgraduate,Homemaker,Divorced/Separated/Widowed,Combination,Acne/Pimples|Dark Spots/Pigmentation,Very Fair,Known Skin Allergies|Rosacea,Yes-Multiple Times,3-5 hrs,>7 hrs,2.4,7-8 hrs,3-4x/week,Purely Vegetarian,3.1,4.1,3.1,2.6,2.5,1.6,Early Adopter,Self Research Only,Never read,3.0,1-2 Products,Face Wash/Cleanser|Toner/Mist|Sheet Mask/Clay Mask|Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream,Mix of Both,Few Times/Week,Purple/Violet|White/Cream|Pink/Rose,Rs1201-2500,300-599,450.0,Amazon/Flipkart|Social Commerce|Dont Buy Skincare,2.5,Yes-One Sub,Online Search/Blogs|Influencer Reco,2.2,Probably No,Not Interested,20,30000,3.23,3.2,2.4
RESP1589,2024-05-04,18-22,Male,Chandigarh,Tier-2,75K-1.2L,Postgraduate,Student,Married-With Children,Oily,Redness/Irritation,Wheatish/Medium,Chronic Acne (Diagnosed),Yes-Once or Twice,>5 hrs,>7 hrs,2.3,5-6 hrs,Daily,Vegetarian+Eggs,3.1,4.9,1.7,3.0,3.5,1.8,Loyal Buyer,Self Research Only,Know a few key ingredients,4.3,3-4 Products,Niacinamide Serum|Face Wash/Cleanser|Sunscreen/SPF|Ayurvedic/Herbal Products|Moisturiser/Day Cream|Under-eye Cream|Vitamin C Serum|Toner/Mist,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs1201-2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Supermarket|Social Commerce,2.8,No-Open to It,YouTube Reviews|Ads (App/TV),3.5,Definitely Yes,Interested,20,97000,3.37,3.23,3.27
RESP1590,2024-07-21,18-22,Male,Ahmedabad,Tier-2,40K-75K,Postgraduate,Self-Employed/Business,Married-With Children,Combination,Dryness/Flakiness|Sun Damage/Tanning|Redness/Irritation,Wheatish/Medium,Chronic Acne (Diagnosed),No-Lucky So Far,3-5 hrs,>7 hrs,4.7,7-8 hrs,3-4x/week,Purely Vegetarian,2.2,3.2,1.8,2.5,3.2,3.2,Research-First,Self Research Only,Know a few key ingredients,3.0,5-7 Products,Ayurvedic/Herbal Products|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist|Sunscreen/SPF|Niacinamide Serum,Natural/Ayurvedic Only,Daily,Dont Wear Ethnic,Above Rs2500,600-999,800.0,Social Commerce,2.8,No-Prefer One-time,Instagram/Reels|Friends/Family|In-store Trial,2.7,Probably Yes - Trial First,Interested,20,57000,2.73,2.43,2.9
RESP1591,2024-08-04,29-35,Male,Delhi/Ncr,Tier-1,20K-40K,High School or Below,Salaried-Government,Married-With Children,Sensitive,Fine Lines/Aging|Dark Circles/Puffy Eyes,Dusky/Olive,Chronic Acne (Diagnosed),No-Avoid New Products,1-2 hrs,4-7 hrs,4.0,5-6 hrs,Daily,Non-Veg Regular,3.0,3.9,4.7,3.8,2.8,4.0,Deal Seeker,Social Media Influencer,Understand most ingredients,4.1,None,Ayurvedic/Herbal Products|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Sunscreen/SPF|Moisturiser/Day Cream,Science-backed/Clinical,Daily,Dont Wear Ethnic,Rs1-300,1000-1499,1250.0,Local Pharmacy,1.6,No-Prefer One-time,Instagram/Reels,3.0,Undecided,Not Interested,32,30000,3.8,2.67,2.47
